Date,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UNH,VZ,V,WMT,WBA,RTX
2020-01-02,1.0120549008751047,0.08794209359511833,1.2610216068490678,1.2995865960035582,0.9140032827704365,-0.23664173510386122,-0.043580421595429616,-1.631327852352624,1.4452243273163743,0.5935951481668945,0.8937122954446273,-0.41152916594885086,0.025886273466322468,0.6420205433675962,-0.9220994119870127,0.2062022191193527,0.5977168000382755,0.19251140888898421,0.836825487981135,-0.12312855799211596,-1.0904457008769781,-2.166536650600168,-0.5863576078916048,-1.486355478329788,-1.5520510899680486,0.7007547142133175,-0.9067169487747629,-0.7889521052845125,1.2366650286095935
2020-01-03,-0.11320616491072306,-0.38797512330525125,-0.3442177793060358,1.3280995472390573,-1.2097445998235918,0.9582197846506423,-1.715321942069894,0.5429828955880428,-0.7079051185463796,0.005665616918367359,-0.7541672282434707,0.9863760073392138,0.019042353324965417,-0.8518291054689537,-0.730108469006321,-2.3756818873802628,0.9421614799712417,-0.10739878819833874,-0.9118579652614217,1.1077459480151632,0.561765345739771,0.278894261296363,0.9364811358756133,-0.4268967546621712,-0.5365572639546851,0.023637901798850943,-0.15830561486021388,1.6774655854428764,1.9626359417975452
2020-01-06,-0.144900957872927,-1.3142059084795954,1.4068561741996186,0.2957840442533058,-0.5046278272230675,-1.1050308334084054,0.43383397159073944,-0.4365006356261241,-1.6389548303314483,1.3426803963723162,1.9080154962349405,0.6850185427002261,-0.7507651388278894,-0.9812568226456185,-0.6315466814212645,-0.5314871276414961,2.1317407966208086,0.5897372470220359,0.21611497063554658,-0.5509211801029414,-0.6397011100176713,-0.04886250283845472,-0.11348174531394485,1.1798589469855734,-0.8316788297065126,-0.8339196675964552,-0.8058978850368688,1.5537436418310597,0.12035545564451455
2020-01-07,0.2567522983762605,0.10042509175284949,0.1698030018617727,2.150363695453351,-0.9310463166269912,-0.8736948453516874,-0.06075487703679047,-0.21561767376277705,0.8226134542424401,-0.28050593083067454,1.629750349001166,-0.06869141983525752,0.8650094746262853,-1.3803621771873023,1.568194149588816,-1.4210405066422767,0.9700134641819914,-2.6662053376592914,-0.4012962007531388,0.7146791173603866,0.34565859460177506,-0.02274276550665288,-1.11739050900717,-0.0027130183237596235,-0.6598816277105224,0.4363161724886216,-0.42031829218223676,0.1269395741354305,0.3657430607453813
2020-01-08,0.8118590169967255,0.9356795823400167,0.8597712609336907,-1.3147293410819247,0.39358138957462124,-0.9200753611340136,-0.14014569784304132,-0.06175461308516715,-0.3142368290084497,-1.1567184801215276,0.4426576637832635,0.7871753872845302,0.35900146141496964,-0.13709826692472088,-0.1899364716420685,0.3237097316511534,0.8662959233019074,-0.6162183175117871,0.8495546994881382,-0.3272213748245173,0.33658502775767246,0.09478056089689858,0.5130887569880956,1.1831363607584915,-0.0616020481358768,0.9265233816442677,-0.40304508997167393,-3.9567433898090947,-0.08387492372057946
2020-01-09,-0.21462366025036986,1.2700920795946369,1.584312981984272,0.9633751215280036,-0.7777190079278667,-0.6890759439047975,-0.9471546498705228,1.283365681789346,-0.9184471840395068,0.23299533625652277,1.496371388365531,0.9963507971166666,0.5227202649341071,0.028128065041529586,-0.23345262620311397,-0.1653207993420578,0.6501946167857475,0.3471894033033929,0.7141661011715057,-0.5970745452100299,-0.96142644641835,0.559478423308166,0.2068990657331948,-1.0932559339766734,-1.9611695054597953,0.1608157794976263,0.4990702900912161,-2.5774167091337326,-0.3793883847646473
2020-01-10,-0.029672691040138765,-0.04731845136493708,0.9100717411042861,-2.279769428160905,-0.6245934661985083,-0.7882561373541916,-0.027657419245763926,1.0852778728344934,0.35562357468094163,-0.7556903240227116,0.2704874428911796,-0.07133109659457687,0.517641568310599,-0.33480795714550976,0.23313875832570102,-0.9171057626667625,-0.20223817858212143,0.8230354373467585,-0.11908202143559699,-0.2817038683587417,2.8775172486934375,0.7170588001689753,-1.7186015679006272,1.0344220057728242,0.9277449158148431,0.9743412958636652,-0.6754156127994009,-0.6847037213442206,-1.168412957592991
2020-01-13,-0.13890524320924935,0.6303008278766181,1.8210959025069706,-0.3034458915938969,0.09254120603292662,-0.2016468846310602,1.4532807943066524,0.7243619133794734,-0.9293352315701496,0.5935861349751904,0.9319969323191503,-0.8055243051182509,-0.46627462863763275,0.7475420703496197,0.0603563147208522,0.46464667317695024,-0.7787299036377604,-0.421094268715033,0.8510029293270203,0.8991251121201501,-0.6082957636169168,0.36452011294087105,0.1769623954045297,-3.663752029753385,-0.11617476155957954,0.43829610711037365,-0.8441130297715765,-0.704381758622708,-0.26794172611014966
2020-01-14,0.15132806874833052,0.08095987247063298,-2.2712343801079595,0.7517196252564792,-0.36996990505862465,-0.6930046529093927,-0.793972462678509,-0.5763764718789808,1.1644041316239735,-1.527794977419696,0.05253194151566481,-0.585009991063562,-1.0905700852579951,-0.6322708575834919,0.6271555635522816,1.5412740361339803,0.3687482528146237,0.48537813153610054,-1.292516501911434,0.9015522945260207,2.31167659977425,-0.4559869839417844,0.2081253687421971,1.0411919422842384,-0.5072347651059796,0.33294669692512774,0.16672665909104456,1.3438643512294153,-0.7336415013069509
2020-01-15,-1.1824559434166007,0.49612591259609673,-0.7316649950946942,-1.072410693057694,-1.0618181411090681,-0.4476003795182733,0.16255300303270398,0.9569421673042466,-0.9102296326931455,-0.4604586927207027,-0.4848220833424222,0.5031252265679826,0.2920068975110537,-1.129986804471942,0.03587552059558136,-1.8080822537748613,0.8882784965209081,1.5004617235460478,0.35095370439929663,-0.42761173040806555,1.2058012124905708,0.7240775833176131,0.37674908215680675,2.5508792296978253,-0.19831561143397064,1.6236878688773968,-1.0798473695608855,-0.6504850853845244,-0.021728212627280766
