Date,loss,threshold,anomaly,return,close
2020-01-02,0.007628756048323915,0.0639439756712908,False,0.008784911766814396,102.19999694824219
2020-01-03,0.0036031270257302905,0.0639439756712908,False,-0.002739714164949336,101.91999816894531
2020-01-06,0.0020476098636571516,0.0639439756712908,False,-0.000883009610551988,101.83000183105469
2020-01-07,0.001775789685150353,0.0639439756712908,False,-0.0004910443961375632,101.77999877929688
2020-01-08,0.0036070578002989073,0.0639439756712908,False,-0.002259734037114658,101.55000305175781
2020-01-09,0.00215391872851034,0.0639439756712908,False,-0.0006893125821821888,101.4800033569336
2020-01-10,0.007189938075448876,0.0639439756712908,False,-0.005715429758261448,100.9000015258789
2020-01-13,0.010790608614608121,0.0639439756712908,False,0.012487632479443622,102.16000366210938
2020-01-14,0.006412927147173564,0.0639439756712908,False,0.007439256848008613,102.91999816894531
2020-01-15,0.0020976938810530754,0.0639439756712908,False,-0.0012630903199646326,102.79000091552734
2020-01-16,0.004560794682686664,0.0639439756712908,False,0.005642589997944869,103.37000274658203
2020-01-17,0.010272541006425051,0.0639439756712908,False,0.011221785836251108,104.52999877929688
2020-01-21,0.00013237297392176828,0.0639439756712908,False,0.00047836078007978955,104.58000183105469
2020-01-22,0.0017198999755031474,0.0639439756712908,False,-0.0008606231182760604,104.48999786376953
2020-01-23,0.01515052393579186,0.0639439756712908,False,-0.014068343867895017,103.0199966430664
2020-01-24,0.011408014913793618,0.0639439756712908,False,-0.009609764084923977,102.02999877929688
2020-01-27,0.01962450912207203,0.0639439756712908,False,-0.017543868832139542,100.23999786376953
2020-01-28,0.0008893763907169561,0.0639439756712908,False,0.0016959876492703696,100.41000366210938
2020-01-29,0.007789269660382403,0.0639439756712908,False,-0.0056767981618334185,99.83999633789062
2020-01-30,0.01864211663375781,0.0639439756712908,False,-0.016526381780907373,98.19000244140625
2020-01-31,0.021833481831839974,0.0639439756712908,False,-0.01924838927238315,96.30000305175781
2020-02-03,0.027833642011947823,0.0639439756712908,False,0.030841053968734933,99.2699966430664
2020-02-04,0.02019750795065134,0.0639439756712908,False,0.021255169554787567,101.37999725341797
2020-02-05,0.008449354468365033,0.0639439756712908,False,-0.00828562202256622,100.54000091552734
2020-02-06,0.0036245478134054876,0.0639439756712908,False,-0.002685540779811535,100.2699966430664
2020-02-07,0.009491116236788222,0.0639439756712908,False,-0.008277592793931254,99.44000244140625
2020-02-10,0.004196662782379956,0.0639439756712908,False,0.005832604459175439,100.0199966430664
2020-02-11,0.0013083216035738587,0.0639439756712908,False,0.0,100.0199966430664
2020-02-12,0.028452772525951797,0.0639439756712908,False,0.029794075754352445,103.0
2020-02-13,0.003591641510194865,0.0639439756712908,False,0.003592259675553766,103.37000274658203
2020-02-14,0.0013246603312788707,0.0639439756712908,False,0.001644559973187576,103.54000091552734
2020-02-18,0.015490854891366368,0.0639439756712908,False,-0.014873487559496468,102.0
2020-02-19,0.0030268189273592316,0.0639439756712908,False,0.004509794945810386,102.45999908447266
2020-02-20,0.0005812218363572264,0.0639439756712908,False,0.0006831904689605928,102.52999877929688
2020-02-21,0.023520774951811374,0.0639439756712908,False,-0.02223738229242289,100.25
2020-02-24,0.04549719065084046,0.0639439756712908,False,-0.043291734043796715,95.91000366210938
2020-02-25,0.03540042181556324,0.0639439756712908,False,-0.03138360985611777,92.9000015258789
2020-02-26,0.01441146673078686,0.0639439756712908,False,-0.00968785264904648,92.0
2020-02-27,0.041588980502084594,0.0639439756712908,False,-0.03749996682871948,88.55000305175781
2020-02-28,0.004272502179534676,0.0639439756712908,False,0.009373169656188729,89.37999725341797
2020-03-02,0.03343852005624903,0.0639439756712908,False,0.036921046690137516,92.68000030517578
2020-03-03,0.020075568069817695,0.0639439756712908,False,-0.01888217516441104,90.93000030517578
2020-03-04,0.02943489703578339,0.0639439756712908,False,0.031452772470614176,93.79000091552734
2020-03-05,0.03462606334393037,0.0639439756712908,False,-0.034225387068326896,90.58000183105469
2020-03-06,0.02668269289941938,0.0639439756712908,False,-0.024508734553171707,88.36000061035156
2020-03-09,0.05110621569429907,0.0639439756712908,False,-0.04809868685652885,84.11000061035156
2020-03-10,0.0448331284939294,0.0639439756712908,False,0.049815746177638065,88.30000305175781
2020-03-11,0.050408882902574725,0.0639439756712908,False,-0.04869765462224651,84.0
2020-03-12,0.12083723207580899,0.0639439756712908,True,-0.11666670299711679,74.19999694824219
2020-03-13,0.0001275175221369107,0.0639439756712908,False,0.01859844932035659,75.58000183105469
2020-03-16,0.12888132931694263,0.0639439756712908,True,-0.11630061792239421,66.79000091552734
2020-03-17,0.0169748041553055,0.0639439756712908,False,0.04566544962652075,69.83999633789062
2020-03-18,0.04726464433930622,0.0639439756712908,False,-0.025773131683094364,68.04000091552734
2020-03-19,0.014563995059920787,0.0639439756712908,False,0.03380357718129301,70.33999633789062
2020-03-20,0.053559835825396473,0.0639439756712908,False,-0.04108614643318742,67.44999694824219
2020-03-23,0.0822788360553135,0.0639439756712908,True,-0.0689399247082223,62.79999923706055
2020-03-24,0.13322467347896105,0.0639439756712908,True,0.15175163550591475,72.33000183105469
2020-03-25,0.0807326991876609,0.0639439756712908,True,0.09235448826309511,79.01000213623047
2020-03-26,0.06441089240419906,0.0639439756712908,True,0.06695355996075314,84.30000305175781
2020-03-27,0.007431015951821496,0.0639439756712908,False,-0.012692759858706881,83.2300033569336
2020-03-30,0.02921488368547176,0.0639439756712908,False,0.02583195734432553,85.37999725341797
2020-03-31,0.026418435315086364,0.0639439756712908,False,-0.030920584148212193,82.73999786376953
2020-04-01,0.04086538236391646,0.0639439756712908,False,-0.04242197966472161,79.2300033569336
2020-04-02,0.010175505680288799,0.0639439756712908,False,0.011485497843730874,80.13999938964844
2020-04-03,0.016536586531066377,0.0639439756712908,False,-0.01597203380391099,78.86000061035156
2020-04-06,0.07175418274488687,0.0639439756712908,True,0.07316759571910292,84.62999725341797
2020-04-07,0.0029492961784219895,0.0639439756712908,False,-0.00555351065298082,84.16000366210938
2020-04-08,0.014744133084482858,0.0639439756712908,False,0.013545619534730324,85.30000305175781
2020-04-09,0.01854754537659753,0.0639439756712908,False,0.017467735175407118,86.79000091552734
2020-04-13,0.02568211048558433,0.0639439756712908,False,-0.026846431691163075,84.45999908447266
2020-04-14,0.03496601657432574,0.0639439756712908,False,0.03563819759481657,87.47000122070312
2020-04-15,0.027090993808570496,0.0639439756712908,False,-0.027780956570978455,85.04000091552734
2020-04-16,0.013758324341013317,0.0639439756712908,False,0.014816581875181978,86.30000305175781
2020-04-17,0.041360906798671326,0.0639439756712908,False,0.04183082830468132,89.91000366210938
2020-04-20,0.021340446049963324,0.0639439756712908,False,-0.022355711871442585,87.9000015258789
2020-04-21,0.031264751676357005,0.0639439756712908,False,-0.03071677509404591,85.19999694824219
2020-04-22,0.03979565576049571,0.0639439756712908,False,0.04190140636968498,88.7699966430664
2020-04-23,0.016059702879700488,0.0639439756712908,False,-0.01599637515651775,87.3499984741211
2020-04-24,0.010549461096559298,0.0639439756712908,False,0.011677209963124824,88.37000274658203
2020-04-27,0.010614031415807856,0.0639439756712908,False,0.011316057133863522,89.37000274658203
2020-04-28,0.006820903396565825,0.0639439756712908,False,-0.006377975576889128,88.80000305175781
2020-04-29,0.009266223710867494,0.0639439756712908,False,-0.008220758241507142,88.06999969482422
2020-04-30,0.011629910214816408,0.0639439756712908,False,-0.010105590924632923,87.18000030517578
2020-05-01,0.02073354240795966,0.0639439756712908,False,-0.018811646982192953,85.54000091552734
2020-05-04,5.18761847339011e-05,0.0639439756712908,False,0.002454981087503638,85.75
2020-05-05,0.014881174147954424,0.0639439756712908,False,0.01690958540224119,87.19999694824219
2020-05-06,0.013219295119739627,0.0639439756712908,False,0.014220246978908335,88.44000244140625
